forecast_date	crps_hosp	crps_ww	bias_hosp	bias_ww	ae_hosp	ae_ww	wweval_commit_hash	wwinference_version	time_stamp
2023-10-16	4.139644216191076	3.8541096189675996	-0.12905380116959064	-0.11980663615560641	5.924572892673987	5.422503421588271	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2023-10-23	3.6220372261874076	3.7854059953775194	-0.10782949561403508	-0.1011469298245614	5.11149885205062	5.189617265049488	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2023-10-30	3.587904993651858	3.887999434356628	-0.10871981424148607	-0.0979378947368421	4.94824325440296	5.2096011527582196	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2023-11-06	5.255322819720833	5.512305655891339	-0.2620480769230769	-0.23780263157894738	7.414134578598956	7.789507383007519	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2023-11-13	6.366662480889763	5.772914009593137	-0.5068274853801169	-0.4329987760097919	8.853181508846676	8.503310572765368	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2023-11-20	5.526275008170087	5.714519014854594	-0.4267015677491601	-0.2534287280701754	7.637748721646304	7.3002838866760875	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2023-11-27	5.486153015484243	6.100381332047725	-0.27354769736842105	-0.26174356103023516	7.693815426719062	8.812756254069168	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2023-12-04	5.410914033828566	5.937814790558305	-0.2828844393592677	-0.26393535469107554	7.529617456403416	8.289810234435725	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2023-12-11	6.226112008399731	6.3902325983859	-0.16763054695562435	-0.16298793859649122	8.778914915030088	9.173231849328628	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2023-12-18	6.585089950815916	7.249297171386812	-0.09404242749731472	-0.16311063372717508	8.99059162396272	9.709121029530728	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2023-12-25	6.704353540632833	8.118893786968835	-0.10026960257787325	-0.010865721997300943	9.104332051938558	11.232528390177178	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2024-01-01	10.281084808911487	7.901786950597124	0.20849587203302372	0.15153759398496242	14.397115018773079	10.919645060776363	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2024-01-08	18.80486423518518	14.070607746285583	0.5474840720221607	0.5679347368421053	24.82222526974614	19.413818222680206	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2024-01-15	8.00616376170834	5.907087678987917	0.5978624401913876	0.5062763157894736	11.024071940508625	7.996057653498387	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2024-01-22	5.07003853111722	5.128744962478783	0.4118562753036437	0.3376033834586466	7.140142550131209	6.958169002816202	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2024-01-29	3.845443325940148	4.1933418538444105	0.01819679633867277	0.019592836257309947	5.304681275051437	5.901058193837527	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2024-02-05	3.9888391633052467	4.991799105474281	-0.1906670480549199	-0.10625035561877667	5.561154666496349	7.101725643828438	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2024-02-12	3.539844020512438	3.3238062375289172	-0.10256526315789473	-0.07988622291021671	4.772137615077354	4.426903425377454	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2024-02-19	4.719427529490597	5.026691315586264	0.22775514874141878	0.1756827880512091	6.803777281910283	7.033183232788208	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2024-02-26	4.526281864751685	3.783751624218225	0.25806473684210524	0.259255540166205	6.4031561754333595	5.454438481064189	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2024-03-04	3.6671437356884815	3.933857895095544	0.3176664876476907	0.29331644736842105	5.13748269587695	5.530753042043543	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
2024-03-11	3.3702641665839774	3.0686674200471615	0.2516955624355005	0.16198997493734335	4.589573336851322	4.291664232588876	6030e5e	227-inf-feedback-posterior-mod-eta-test	2024-11-05T13:45:58Z
